timestamp,power_usage,battery_level,signal_strength,cpu_usage,temperature
2023-09-20 10:29:23,146.35080828636902,94.7966972882141,-70.5690093289459,46.628541244602886,31.00201467034352
2023-09-20 10:28:23,159.68537143999563,94.71720524647478,-69.19219124467065,48.89164134595206,32.521551704023345
2023-09-20 10:27:23,151.2936103277492,93.35873585057439,-67.28314247137067,45.38966365318275,32.80105877198846
2023-09-20 10:26:23,154.7848828730293,94.92392017459099,-68.89599367531356,45.9496944833648,32.401739315527976
2023-09-20 10:25:23,144.88394241204463,94.22645439033778,-71.81126802256904,49.80205327277549,32.026732798435845
2023-09-20 10:24:23,147.18354092035477,94.14712435585676,-70.25987067249629,42.24424116915819,32.22639570292272
2023-09-20 10:23:23,153.0661494170071,95.18222469111964,-65.77859007626012,43.2166060553147,31.94579231755564
2023-09-20 10:22:23,147.76123286674758,95.13024652838509,-71.7449748716621,46.575413297751155,32.05525705942835
2023-09-20 10:21:23,152.9872790231586,94.92044226704319,-73.6506537850316,44.72590163104221,32.11934281844906
2023-09-20 10:20:23,168.30818580790518,94.98972535013863,-69.7968663951201,47.66583360338207,32.87088038786229
2023-09-20 10:19:23,142.06496930960353,95.48289330186716,-69.1545925673018,49.17942255725798,32.037795762653275
2023-09-20 10:18:23,150.51031675036342,96.14639198824456,-69.48560536500467,43.730985886270986,31.657521863775507
2023-09-20 10:17:23,149.80244331158602,94.70380573754471,-70.68383490108722,49.77600870244766,31.626410398595148
2023-09-20 10:16:23,156.19919075070948,94.4330922645316,-71.1424439975205,42.70271712622871,32.4566920710688
2023-09-20 10:15:23,145.6993263282929,93.18636167710433,-69.37208267685314,45.72087339869695,31.88970060954633
2023-09-20 10:14:23,143.14432911199103,94.76087369632698,-69.63470514543104,45.76692138971031,32.75435015519768
2023-09-20 10:13:23,148.8792079571133,96.34739143902878,-67.13696403441728,48.22494322273788,31.8502078143635
2023-09-20 10:12:23,146.4930209727254,95.51269540915109,-69.6081796256666,44.38602044304837,31.686757489860653
2023-09-20 10:11:23,148.73056372070704,96.11740843658588,-67.558977897607,42.303761820332895,31.391776062035177
2023-09-20 10:10:23,156.66805573439612,94.77097871052194,-67.53757324672968,47.478911797522315,32.47449422332863
2023-09-20 10:09:23,143.1457382688386,96.16912329276136,-70.10841567274791,43.87111691967432,31.877989514302488
2023-09-20 10:08:23,155.79257354780293,94.10169975004793,-66.10181811736349,43.9174246890525,32.164065665875654
2023-09-20 10:07:23,148.94589162528413,94.84604103228749,-68.7201434567446,40.04364817725229,32.33691719970695
2023-09-20 10:06:23,145.89592502592785,94.39998282041005,-68.90727007096889,45.818449743723185,32.59366834638378
2023-09-20 10:05:23,154.3141852415034,94.5863412193843,-70.72942138920216,42.95583967871447,31.486645250382015
2023-09-20 10:04:23,144.8388506901181,94.3230418990741,-75.55516174584177,45.52456539142259,32.12574798585587
2023-09-20 10:03:23,152.92502591902408,95.52043437519187,-69.2092318010399,47.225883480464255,32.3520272149076
2023-09-20 10:02:23,152.36176310966863,95.32424937809785,-70.41772294221344,46.00353574063132,32.28811974404103
2023-09-20 10:01:23,152.33561068702704,97.36688726332484,-71.15542414178667,41.14240967756241,31.395182999766956
2023-09-20 10:00:23,156.73653698949013,94.43635578274167,-70.00305398452267,47.69236059717413,32.31938197366203
2023-09-20 09:59:23,146.94209696857922,94.2388496895025,-71.20260045950205,42.83655463365948,33.15154717453364
2023-09-20 09:58:23,150.75000908395748,95.87292994957878,-69.6555068453012,48.892635325962445,32.27050891594847
2023-09-20 09:57:23,156.83365648970872,95.60114593326185,-69.75752577032841,43.55868561024637,31.684096780938365
2023-09-20 09:56:23,141.85344099340762,94.51270038336152,-68.80779220425693,41.75774677627791,31.559526210184575
2023-09-20 09:55:23,153.95763242461857,95.38878160256078,-71.43683560132315,49.00723376014579,31.310700088142266
2023-09-20 09:54:23,147.76942657292773,95.1136682678677,-71.71723191634612,46.029525426241364,31.845308429482987
2023-09-20 09:53:23,154.7562697157411,96.17963456444517,-68.99857116597057,48.19657870832473,32.91257916661501
2023-09-20 09:52:23,154.94608400390092,95.56417183806249,-67.43133554253386,46.45957407242207,32.368436610965986
2023-09-20 09:51:23,151.01373465310834,94.70880188852541,-70.34661962120985,41.6861729669723,32.273096563101504
2023-09-20 09:50:23,156.96325449849178,94.78110846650715,-69.3765114982281,40.178697138020915,31.236038487665038
2023-09-20 09:49:23,142.6143004442569,94.03972041540308,-72.37196331223828,40.333500080957116,32.59819731040471
2023-09-20 09:48:23,159.193109482698,93.66054672316594,-70.72793240867136,45.736662591325604,31.67175611404302
2023-09-20 09:47:23,149.98411573364288,95.74410486809728,-70.79015787012804,43.79171523289619,31.633093934295015
2023-09-20 09:46:23,146.59075374737114,95.33844939196096,-69.39491445614533,46.91847261728833,31.451489263877967
2023-09-20 09:45:23,153.45286563504678,96.11260016551392,-65.66932651480651,41.68114545916307,32.13443750236469
2023-09-20 09:44:23,154.34409448519233,95.8739361924476,-70.4443844946982,48.19024135989275,33.04967033365716
2023-09-20 09:43:23,157.94598138026006,96.40673770346837,-70.21192536804544,46.953949621745224,31.77080108530967
2023-09-20 09:42:23,149.73651621504294,95.6573303914641,-71.4689972775067,46.06046954459498,31.886661916884897
2023-09-20 09:41:23,146.8929650480763,93.41388360148233,-67.01598649408926,46.857348332541484,32.31348691009426
2023-09-20 09:40:23,151.6352514944554,95.76118303487732,-72.86618145892874,43.431765582813746,31.96817392123384
2023-09-20 09:39:23,150.08801226588773,95.97036970488749,-73.87476400830528,44.16663865605902,31.888460082293545
2023-09-20 09:38:23,145.8557305360235,94.39214198511732,-67.80978448498705,42.24233529007611,32.2699835514141
2023-09-20 09:37:23,158.79429479984523,93.47948703256927,-68.68390936442187,43.27599321068376,32.9319317822302
2023-09-20 09:36:23,154.8085989035412,94.2222458805238,-70.95417663019907,44.99404498484506,31.78148757470798
2023-09-20 09:35:23,150.15497692191406,94.78515787986716,-70.57578331391201,47.4533205162848,32.17603572260414
2023-09-20 09:34:23,148.66547338440577,94.71158575016453,-73.5750194900635,47.22696591294695,32.241981313294524
2023-09-20 09:33:23,146.64579464902837,95.21692996200129,-71.2450635515887,47.946225836561325,32.39162886191464
2023-09-20 09:32:23,150.18793102127276,94.74546911919872,-69.61378522478304,46.30887027105598,31.801381261764476
2023-09-20 09:31:23,161.50724910039662,94.26738004148159,-70.45749092889488,46.489864771873314,31.432358586807883
2023-09-20 09:30:23,151.91722793631678,94.70751024411358,-67.1787464128326,49.11307005046686,31.218811663768786
2023-09-20 09:29:23,152.37954088098536,95.14042819177956,-68.27641519885007,42.53020873359241,31.704056305321178
2023-09-20 09:28:23,149.97071129670647,94.21291696094104,-68.78187141635716,45.624762903776116,31.393338833777623
2023-09-20 09:27:23,145.18953798163605,93.8664119977403,-69.501076325219,42.91616009063073,32.69826998053235
2023-09-20 09:26:23,151.35148485864437,95.49143783830698,-69.45329020923647,45.58652481412401,33.179049385946534
2023-09-20 09:25:23,157.21148716385994,95.24903769342966,-68.68093870022672,43.9930951882287,32.38301466334819
2023-09-20 09:24:23,142.11750299142068,94.1623698205546,-70.54915725990143,45.8172845489579,32.298285045748244
2023-09-20 09:23:23,149.79114951788162,95.13004852545735,-70.9248639910332,46.66594122504317,31.730874530328045
2023-09-20 09:22:23,145.0079860877687,94.98487244176147,-70.2226768386693,42.620135273089076,31.91519896275591
2023-09-20 09:21:23,152.33279277084935,95.75903993431977,-68.36967535167364,49.33259901977067,32.259203465317086
2023-09-20 09:20:23,154.20172359356053,94.57535334538252,-69.33155881776442,48.35159279655896,32.04039684911993
2023-09-20 09:19:23,153.6020632125347,95.24987344151764,-70.9337621932717,42.35463746113626,31.358979422019644
2023-09-20 09:18:23,156.27712016021394,94.80472764056148,-68.41710522388135,49.27717870216119,32.68494767453021
2023-09-20 09:17:23,151.62865897896884,94.62220242681069,-68.39150653430478,49.532834894457224,32.10643552515003
2023-09-20 09:16:23,147.09836173641463,95.2716926969815,-73.25256197157259,49.705274283247824,32.886833180390994
2023-09-20 09:15:23,144.1895475991109,96.64710494537559,-68.62640711832364,40.09515793735771,31.68005751402653
2023-09-20 09:14:23,151.40939333818832,94.83186094923875,-68.57900622493531,41.97491067743696,32.14515551112638
2023-09-20 09:13:23,146.42761795818197,96.11011242187546,-71.18611916068154,49.17128983811846,32.2322533457087
2023-09-20 09:12:23,148.62064783057343,94.25480286987286,-69.70672231451177,42.79531548063658,31.372847429846214
2023-09-20 09:11:23,151.2895318684204,94.63122637789503,-69.59434318486626,48.45190623548464,31.256371898313645
2023-09-20 09:10:23,146.98867531567836,95.05192491129648,-69.47781074475378,48.98531140966844,31.761984012094
2023-09-20 09:09:23,158.46537409980343,95.25237928482018,-68.84026974867035,41.89613069276498,31.833907521647266
2023-09-20 09:08:23,155.51488925454512,94.83326106825203,-72.13945486505409,47.43229118973114,32.21630366309855
2023-09-20 09:07:23,138.32327616178432,94.46835597055589,-71.68018336980563,49.4967949212063,32.22354838225407
2023-09-20 09:06:23,145.71395605794524,96.84259566055128,-66.92389613178057,42.26556192565072,31.28272807622444
2023-09-20 09:05:23,144.4392669447026,94.62035508136383,-71.63710793444152,49.66582853093309,31.3913091145166
2023-09-20 09:04:23,140.70349899812854,95.40410487855502,-68.23001185632775,49.71520668844848,31.304255541431722
2023-09-20 09:03:23,142.71120507453605,95.86408631141417,-67.53343177343429,46.37140367786924,32.121844650552994
2023-09-20 09:02:23,153.1840987687358,94.60040659698433,-67.93049048730028,40.28171194999377,32.4198716724523
2023-09-20 09:01:23,146.1973522552367,93.0181516552826,-71.80024967184184,45.80920764975106,31.992970387571063
2023-09-20 09:00:23,154.82753189375615,95.57577171020597,-70.06140691374532,48.29753677497757,31.844709709824006
2023-09-20 08:59:23,135.44884648839843,94.0494251998132,-73.98974466834794,44.30679866624413,31.48259268974992
2023-09-20 08:58:23,153.7757556135411,93.63394599112569,-65.2006746367319,46.075850513582296,32.49218613065935
2023-09-20 08:57:23,156.5200073289585,94.46166939977765,-71.57249801305957,44.10626994414016,32.42888144786273
2023-09-20 08:56:23,165.98922033239523,95.30549901338948,-69.2895425347701,44.242915677500534,31.68206645019479
2023-09-20 08:55:23,152.03216048259543,96.32424383735483,-69.16653000262326,43.10817394479318,32.257476645901164
2023-09-20 08:54:23,146.93992685136172,95.12684598736949,-73.3615761407398,44.860587207636854,31.43003835791557
2023-09-20 08:53:23,146.28857205334623,95.80305250005739,-69.3904843030363,40.12958462497971,31.778220930086963
2023-09-20 08:52:23,145.15153544689196,96.62292438610108,-67.57489301413823,49.95085341538997,32.45001595474535
2023-09-20 08:51:23,153.35447378647643,95.00872770818634,-69.72825376279008,41.32875668611953,32.38457394646538
2023-09-20 08:50:23,148.893342378166,94.58788941638072,-70.55035829179579,42.61496671043048,31.906054584319737
2023-09-20 08:49:23,159.8300845698421,96.60596021656357,-66.31804227312108,42.22399258978292,32.071985344139875
2023-09-20 08:48:23,147.6209802538955,95.59614095735485,-69.54905114458515,44.58172845022503,31.762806580463565
2023-09-20 08:47:23,147.57480105110454,96.91916401041637,-67.59477049680298,47.21899604302699,31.665224407117922
2023-09-20 08:46:23,155.9376586926434,94.71332964870531,-71.7323224784077,46.055849606315604,32.33925462911779
2023-09-20 08:45:23,152.9452067083603,94.34745453911022,-71.96553709896062,41.85455155507925,33.000871401177896
2023-09-20 08:44:23,145.63432217147283,93.79568758761606,-68.59523549615068,47.53313530895345,32.234069381836115
2023-09-20 08:43:23,145.46987450567764,95.04948197761463,-68.34915201180353,42.848686299373654,32.27080931873607
2023-09-20 08:42:23,145.68907255704923,95.07736679070905,-72.53675852311238,43.894258531702725,32.2012244044436
2023-09-20 08:41:23,154.47460469581847,95.08935500459854,-71.44794371633333,40.185703432293195,32.23598308936619
2023-09-20 08:40:23,156.57617419323813,95.9369784958066,-71.08524064621284,44.32595099811115,32.49049541853276
2023-09-20 08:39:23,154.13093324573225,94.4820264966546,-73.13908121285525,41.38935108432104,32.71044342692859
2023-09-20 08:38:23,155.11949994933238,93.680883499449,-69.16559563772641,43.32290231651629,31.706926072246546
2023-09-20 08:37:23,145.9638294046639,94.77741988181815,-73.40524025610168,48.71165891638591,31.88480489308073
2023-09-20 08:36:23,145.97046591653321,94.7547588204137,-69.10630543715448,41.31173461162952,31.818197149942364
2023-09-20 08:35:23,146.91053792153687,95.74716272007967,-69.14213675357358,48.82990088057708,31.52303181648849
2023-09-20 08:34:23,151.22129775284455,95.45352807102482,-73.16545605786007,47.53484080299045,31.726149503156783
2023-09-20 08:33:23,147.36387309182524,94.05988677294472,-73.76833845001293,44.62777455470288,30.95437275530117
2023-09-20 08:32:23,147.14958942973797,95.86641905862024,-71.58694008110879,45.85252614826037,31.729870061569795
2023-09-20 08:31:23,157.0127037995966,96.88458592508539,-70.61964687601481,49.682412640055134,32.16236236497646
2023-09-20 08:30:23,155.32155047593065,94.57176357131041,-69.82539708349348,42.831554277589284,32.289403608727504
2023-09-20 08:29:23,149.2243893093575,93.23628849313842,-72.19069434732153,42.41016961684635,32.33864728382903
2023-09-20 08:28:23,146.62402184535839,94.95814306810178,-72.08122836274781,43.588663354520754,32.32679151884926
2023-09-20 08:27:23,145.22436477146994,94.78186434921297,-69.74552049927838,44.594597915036296,32.7805118221863
2023-09-20 08:26:23,155.3529093027502,94.66515897499933,-68.06135141831888,46.86719928370279,31.380177552833356
2023-09-20 08:25:23,145.84731692081223,92.00571655347832,-71.03802510724337,44.125804256142665,32.4708503520102
2023-09-20 08:24:23,152.0901213626853,96.58370592217753,-71.38358919083362,43.171280647334896,32.008660001324536
2023-09-20 08:23:23,151.74528538890308,95.34929787722093,-74.0353779834364,41.51349270267482,32.03131794507297
2023-09-20 08:22:23,148.56893267430436,94.70385032534836,-67.24093725657987,48.85924783859815,32.11889314354293
2023-09-20 08:21:23,143.13534339460256,94.43949846975303,-72.27874565407842,47.50871940011038,30.876875358048714
2023-09-20 08:20:23,155.04198908541318,94.76942801176081,-68.48860893308078,40.685241811304635,32.0148293595823
2023-09-20 08:19:23,147.94312035654715,95.98920731436455,-69.4335612900153,40.88431710411033,30.872315000680565
2023-09-20 08:18:23,145.3853162902743,95.14988248005612,-68.63980064885011,49.169331291700416,31.833071122228382
2023-09-20 08:17:23,141.70357436926932,95.34179257141817,-71.69334143345795,46.1788258969126,32.27341164373697
2023-09-20 08:16:23,145.69439702154224,96.4824878089691,-68.61786259907264,49.30009919692503,31.493263136036465
2023-09-20 08:15:23,147.72072786861446,97.15208025542988,-74.7239697791183,49.567672664929574,31.738493643989862
2023-09-20 08:14:23,153.4598642080514,95.15288562023309,-69.59147635971262,47.422980003297305,31.70950428497944
2023-09-20 08:13:23,150.91641774448348,95.3006506326063,-69.48163889889192,40.665031265971336,32.251966906496065
2023-09-20 08:12:23,146.62701889963176,94.78430401801673,-68.94157364162344,44.41578684785081,32.544227966312555
2023-09-20 08:11:23,151.53974990304812,96.55829909382103,-66.00032901373743,44.608662998690185,31.51261034085222
2023-09-20 08:10:23,152.2138228722027,94.72744080446608,-71.44972106735875,44.40749329570149,32.30784632795372
2023-09-20 08:09:23,147.1819810822914,94.18493847853449,-68.48769694766858,46.6856094854397,31.599033105253195
2023-09-20 08:08:23,149.2186386265257,94.35561403593054,-71.34746994561655,42.0793956626056,31.842991855413306
2023-09-20 08:07:23,153.2622739197632,94.16552535856941,-70.09366169629371,41.57162594488152,32.3013927028302
2023-09-20 08:06:23,148.28102682612277,95.18699507895354,-71.36819013257052,46.74640235673206,31.52773104622626
